reviews,ratings,reviews_comb,ratings_sum,ratings_count
[''],[0], ,0,1
[''],[0], ,0,1
"['DHDH 15 episodes', 'DHDH The Damn Happy Damn Healthy Podcast is dedicated to women ready to find their happiest, healthiest, and most confident selves without flipping their lives upside down or sacrificing the things they love most in order to do it. Whether you’ve been werkin’ on your fitness for years, days, or have yet to start this podcast has something for you.\n\nThe host, Chelsea Kaller, will help you ditch quick fixes, an all or nothing mindset, and your on-again-off-again relationship with health and fitness so that you can find YOUR version of happy and healthy!\n\nFind Chelsea on Instagram as @chelseakaller and #DamnHappyDamnHealthy to join this uplifting and inspiring community!', 'DHDH is amazing!! ']","[5, 5, 3]","DHDH 15 episodes DHDH The Damn Happy Damn Healthy Podcast is dedicated to women ready to find their happiest, healthiest, and most confident selves without flipping their lives upside down or sacrificing the things they love most in order to do it. Whether you’ve been werkin’ on your fitness for years, days, or have yet to start this podcast has something for you.

The host, Chelsea Kaller, will help you ditch quick fixes, an all or nothing mindset, and your on-again-off-again relationship with health and fitness so that you can find YOUR version of happy and healthy!

Find Chelsea on Instagram as @chelseakaller and #DamnHappyDamnHealthy to join this uplifting and inspiring community! DHDH is amazing!! ",13,3
[''],[0], ,0,1
['Great 17 episodes'],[5],Great 17 episodes,5,1
"['Healthy Eating With Ease 2 episodes', ""Dark blue nutrition is life! My name is Katie & I'm a Dietitian & Personal Trainer with a coffee addiction. It's my mission to help you gain strength, confidence, & balance in your food & fitness journey! I'm an RD with a pretty balanced approach on healthy living, so you won't find quick-fixes or extreme diet philosophies here, just casual coffee chats on living your healthiest life. If you want to be a part of the DBN community or sign up for the VIP nutrition coaching program, go to: www.darkbluenutrition.com/. You can also sign up for the email list to stay up to date on the latest nutrition & fitness tips!""]","[5, 5]","Healthy Eating With Ease 2 episodes Dark blue nutrition is life! My name is Katie & I'm a Dietitian & Personal Trainer with a coffee addiction. It's my mission to help you gain strength, confidence, & balance in your food & fitness journey! I'm an RD with a pretty balanced approach on healthy living, so you won't find quick-fixes or extreme diet philosophies here, just casual coffee chats on living your healthiest life. If you want to be a part of the DBN community or sign up for the VIP nutrition coaching program, go to: www.darkbluenutrition.com/. You can also sign up for the email list to stay up to date on the latest nutrition & fitness tips!",10,2
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
"['So Good! 1 episode', 'All the good stuff Best friends, Lucianne “Lu” and Shantell, are changing the world one real conversation and workout at a time. Each episode will explore life’s challenges and how to overcome them with tangible advice. Dear Life, I’m in.', 'WORLD CHANGERS ']","[5, 5, 5]","So Good! 1 episode All the good stuff Best friends, Lucianne “Lu” and Shantell, are changing the world one real conversation and workout at a time. Each episode will explore life’s challenges and how to overcome them with tangible advice. Dear Life, I’m in. WORLD CHANGERS ",15,3
[''],[0], ,0,1
"['Great Coach Ever Alex is not just know how to coach his clients exercises. His coach from different areas of health and fitness need. He coaches metabolic flexibility, metabolic efficiency. Help you increase your metabolism burns calories and getting stronger, and help your nutrition, He will help you build a long term goal to maintain a optimal health and fitness condition. He also willing gives me his time to talk to me as I need to answer my concerns. He is my coach right now and will continue be my coach in my health fitness journey.', 'Mind blown ', 'Awesome show Coach Al knows his stuff!! Plenty of fitness ‘myth busting’ and tons of help to really get you on track!!', 'Total package Glad I found this. I have been listening to this for about a week now. Such great content. Thanks Alex!', 'This guy KNOWS what you need to know! Alex brings desire, nutrition and fitness together into one complete package I look forward to each podcast and challenge he puts out there...', 'Blowing my mind If you want real insight for your purposeful approach to getting fit, listen. Alex will educate and motivate you, guiding you in science-based, body/mind/spirit health. Aside from listening to his podcast, I’ve called on Alex for personal help in my own fitness program.', 'Great podcast for dads or anyone wanting to live a healthy life As a college athlete and fairly active dad I thought I understood the Ins-and-outs of what it takes to be fit... workout and make healthy choices eating right!', 'The podcast trifecta- informative, actionable and entertaining ', 'Do something! Your worth it. ', 'Easy to understand and actionable for everybody Defining Dad Bod is a great podcast for any dads who refuse to settle for the average or mediocre and who want to live a long healthy life and model a healthy lifestyle for their kids. I’m very intent on modeling a healthy lifestyle for my children and I know Alex is as well, which is why I love his mission and podcast.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","Great Coach Ever Alex is not just know how to coach his clients exercises. His coach from different areas of health and fitness need. He coaches metabolic flexibility, metabolic efficiency. Help you increase your metabolism burns calories and getting stronger, and help your nutrition, He will help you build a long term goal to maintain a optimal health and fitness condition. He also willing gives me his time to talk to me as I need to answer my concerns. He is my coach right now and will continue be my coach in my health fitness journey. Mind blown  Awesome show Coach Al knows his stuff!! Plenty of fitness ‘myth busting’ and tons of help to really get you on track!! Total package Glad I found this. I have been listening to this for about a week now. Such great content. Thanks Alex! This guy KNOWS what you need to know! Alex brings desire, nutrition and fitness together into one complete package I look forward to each podcast and challenge he puts out there... Blowing my mind If you want real insight for your purposeful approach to getting fit, listen. Alex will educate and motivate you, guiding you in science-based, body/mind/spirit health. Aside from listening to his podcast, I’ve called on Alex for personal help in my own fitness program. Great podcast for dads or anyone wanting to live a healthy life As a college athlete and fairly active dad I thought I understood the Ins-and-outs of what it takes to be fit... workout and make healthy choices eating right! The podcast trifecta- informative, actionable and entertaining  Do something! Your worth it.  Easy to understand and actionable for everybody Defining Dad Bod is a great podcast for any dads who refuse to settle for the average or mediocre and who want to live a long healthy life and model a healthy lifestyle for their kids. I’m very intent on modeling a healthy lifestyle for my children and I know Alex is as well, which is why I love his mission and podcast.",50,10
"['Lustig, interessant und vielfältig Den Blog kenne und schätze ich schon länger, nun bin ich auf der Suche nach akustischer Begleitung bei meinen langen Läufen auf den Podcast gekommen - und bin begeistert! Macht weiter so, bleibt euch treu, bisher waren alle Folgen motivierend und interessant!', 'Frau ', 'Endlich ist er da der bevegt podcast :) ich höre euch beiden einfach unglaublich gerne zu. Ihr habt total die beruhigenden Stimmen und könnt einfach alles mit vielen (ernährungs-)wissenschaftlichen Fakten, aber auch persönlichen Erfahrungen erklären. Die Podcasts sind eine gute Mischung aus beidem und vor allem die 30min Podcasts haben eine perfekte Länge für einen kurzen Spaziergang oder eine kängere Autofahrt. Aber auch die längeren habe ich mir, wenn mich das Thema interessiert hat, gespannt und bis zum Ende fertig gehört. Vor allem dem letzten mit eurem weiblichen Gast, deren Namen ich leider vergessen habe.']","[5, 5, 5]","Lustig, interessant und vielfältig Den Blog kenne und schätze ich schon länger, nun bin ich auf der Suche nach akustischer Begleitung bei meinen langen Läufen auf den Podcast gekommen - und bin begeistert! Macht weiter so, bleibt euch treu, bisher waren alle Folgen motivierend und interessant! Frau  Endlich ist er da der bevegt podcast :) ich höre euch beiden einfach unglaublich gerne zu. Ihr habt total die beruhigenden Stimmen und könnt einfach alles mit vielen (ernährungs-)wissenschaftlichen Fakten, aber auch persönlichen Erfahrungen erklären. Die Podcasts sind eine gute Mischung aus beidem und vor allem die 30min Podcasts haben eine perfekte Länge für einen kurzen Spaziergang oder eine kängere Autofahrt. Aber auch die längeren habe ich mir, wenn mich das Thema interessiert hat, gespannt und bis zum Ende fertig gehört. Vor allem dem letzten mit eurem weiblichen Gast, deren Namen ich leider vergessen habe.",15,3
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
"['Great content, great voice Stumble upon this podcast in search of information to combat high blood pressure and was pleasantly surprised. Renee shares her journey and gives tips to a healthier you. Very down to earth. Highly enjoyed, to bad no longer broadcasting. I hope she found good health.']",[5],"Great content, great voice Stumble upon this podcast in search of information to combat high blood pressure and was pleasantly surprised. Renee shares her journey and gives tips to a healthier you. Very down to earth. Highly enjoyed, to bad no longer broadcasting. I hope she found good health.",5,1
[''],[0], ,0,1
"['Wow Chef Dr. Timothy Moore is a GOD sent. Listening to his podcast has helped me in so many ways. Just thinking about his message brings me to tears. I hope that one day I have the positive affect on others that he and his wisdom has had on me.', ""Can't Get Past the Blunders How credible is someone who seems barely literate? He uses there instead if their, you're for your - careless and inaccurate grammar and spelling bring his information accuracy into question. I can't listen to him."", 'Great Podcast! Chef Timothy is a joy to listen to. I love']","[5, 2, 5]","Wow Chef Dr. Timothy Moore is a GOD sent. Listening to his podcast has helped me in so many ways. Just thinking about his message brings me to tears. I hope that one day I have the positive affect on others that he and his wisdom has had on me. Can't Get Past the Blunders How credible is someone who seems barely literate? He uses there instead if their, you're for your - careless and inaccurate grammar and spelling bring his information accuracy into question. I can't listen to him. Great Podcast! Chef Timothy is a joy to listen to. I love",12,3
"['Getting better all the time 26 episodes', 'Love it! Strength Training for Cylists', 'Dialed Health Poster Child For 65 & Over ']","[5, 5, 5]",Getting better all the time 26 episodes Love it! Strength Training for Cylists Dialed Health Poster Child For 65 & Over ,15,3
"['Best part of my Wednesday workday I listen to podcasts daily as I deliver mail. I always look forward to the latest episode of the Dialed Podcast hitting my feed like clockwork on Wednesday afternoon. Jake, Lance, Evan and Matt have put on a professional and entertaining podcast since day one. My favorite segments being the back pedal and hearing about local rides and races. Keep up the great work fellas.', 'The podcast. Great job guys! I love listening to the show.', 'One of my favorites Greg Steele', 'Entertained and informed! High quality podcast that is always entertaining and includes useful insight for cyclists and triathletes. Awesome to hear interviews of people who are not pro but still find time to compete around job and family commitments. You won’t be dissatisfied!', 'Not gonna lie, its pretty great A great mix of informative and entertaining content! Not a single boring episode! The theme music rocks! You should have an episode where it just plays the whole time! (I would listen while spinning on my trainer) oh💡! you should have a whole episode while you guys are riding on trainers!🤯', 'Cant run without it! ', ""Triathlon Rules!!!!! Can't beat interesting content from likeable, positive people. The unbiased reviews of equipment and honesty are much appreciated, and the race recaps and ride stories are excellent"", 'Excellently done I look forward to running and listening to this podcast about bikes (and triathlon). Great info and you will learn something!', 'Fun listen for cyclists! Loved the ""Triathlon Takeover"" by Matt and Evan (Sorry Jake and ""Golden Boy""). Very excited about Kona! The special interviews and great chemistry make this a podcast worth the time...never a dull moment with this group of four.', 'For cyclists and triathletes I really enjoy this podcast because it’s always interesting, with interesting insight, humor and knowledge! Four great and unique personalities with perfectly paced dialog that keeps me invested. Keep up the good work, guys. I’m a fan! Obviously!']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","Best part of my Wednesday workday I listen to podcasts daily as I deliver mail. I always look forward to the latest episode of the Dialed Podcast hitting my feed like clockwork on Wednesday afternoon. Jake, Lance, Evan and Matt have put on a professional and entertaining podcast since day one. My favorite segments being the back pedal and hearing about local rides and races. Keep up the great work fellas. The podcast. Great job guys! I love listening to the show. One of my favorites Greg Steele Entertained and informed! High quality podcast that is always entertaining and includes useful insight for cyclists and triathletes. Awesome to hear interviews of people who are not pro but still find time to compete around job and family commitments. You won’t be dissatisfied! Not gonna lie, its pretty great A great mix of informative and entertaining content! Not a single boring episode! The theme music rocks! You should have an episode where it just plays the whole time! (I would listen while spinning on my trainer) oh💡! you should have a whole episode while you guys are riding on trainers!🤯 Cant run without it!  Triathlon Rules!!!!! Can't beat interesting content from likeable, positive people. The unbiased reviews of equipment and honesty are much appreciated, and the race recaps and ride stories are excellent Excellently done I look forward to running and listening to this podcast about bikes (and triathlon). Great info and you will learn something! Fun listen for cyclists! Loved the ""Triathlon Takeover"" by Matt and Evan (Sorry Jake and ""Golden Boy""). Very excited about Kona! The special interviews and great chemistry make this a podcast worth the time...never a dull moment with this group of four. For cyclists and triathletes I really enjoy this podcast because it’s always interesting, with interesting insight, humor and knowledge! Four great and unique personalities with perfectly paced dialog that keeps me invested. Keep up the good work, guys. I’m a fan! Obviously!",50,10
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
"['Love Dee and Diet Science! Dee is so clear, not speaking way over my head, even though nutrition is a complicated topic.', 'Fabulous I love this podcast!!! So informative, so relevant, and full of great information. Dee’s background in chemistry and holistic nutrition gives her such insight into wellness.', 'So engaging and conversational I really liked how engaging they were. I found it so easy to listen to because of that. Sometimes neutrition and medical info can come across as really heady and stuffy but this was really understandable. I found the analogies were perfect ie. the comparison of different kinds of colesterol to cottonballs vs BBs. This really helped me understand. She also cleared up some really big misunderstandings I had. Good Job!', 'Very helpful Good information', ""Concise I like this podcasts because they give new interesting, information you haven't heard anywhere else, in a concise format. Keep up the great work!"", 'Really enjoying Thank you Dee for the tips. Really appreciate the pods cast. Love your book too! I am now able to enjoy yogurt again because of you tip to eat plain organic. Keep up the good work.', 'Recommended This is one of my favorites because the content is quite more detailed and specific and usually she is referring to new research about nutrition. She also provides info on what do to at home based on her recommendations', ""great information The information is so detailed and useful. I would like to see michael be more professional with his introduction of the podcast. he is always changing the emphasis of the words that its distracting. to me it detracts from the seriousness of the topic as if to mock the subject matter. I would prefer a taped introduction that is sincere and mature. he doesn't really add anything. Dee is such a professional and so informative i would enjoy more time on the subjects from her."", 'Love Love this podcast. Wish it was longer! Very informative and good topics.', 'Stick to the topics you are educated about... ...and not those topics you are uninformed about. Your podcast on orthorexia demonstrated your lack of knowledge when it comes to eating disorders - and Michael\'s insensitivity towards people who suffer from this mental illness was disturbing. (Though he did ""come around"" towards the end of the episode.) Dee\'s comments clearly showed her ignorance of the topic, and were more damaging than helpful. Stick to what you ""know"" and do NOT dabble in content where you are uninformed/uneducated/unaware.']","[5, 5, 5, 5, 5, 5, 5, 4, 5, 1]","Love Dee and Diet Science! Dee is so clear, not speaking way over my head, even though nutrition is a complicated topic. Fabulous I love this podcast!!! So informative, so relevant, and full of great information. Dee’s background in chemistry and holistic nutrition gives her such insight into wellness. So engaging and conversational I really liked how engaging they were. I found it so easy to listen to because of that. Sometimes neutrition and medical info can come across as really heady and stuffy but this was really understandable. I found the analogies were perfect ie. the comparison of different kinds of colesterol to cottonballs vs BBs. This really helped me understand. She also cleared up some really big misunderstandings I had. Good Job! Very helpful Good information Concise I like this podcasts because they give new interesting, information you haven't heard anywhere else, in a concise format. Keep up the great work! Really enjoying Thank you Dee for the tips. Really appreciate the pods cast. Love your book too! I am now able to enjoy yogurt again because of you tip to eat plain organic. Keep up the good work. Recommended This is one of my favorites because the content is quite more detailed and specific and usually she is referring to new research about nutrition. She also provides info on what do to at home based on her recommendations great information The information is so detailed and useful. I would like to see michael be more professional with his introduction of the podcast. he is always changing the emphasis of the words that its distracting. to me it detracts from the seriousness of the topic as if to mock the subject matter. I would prefer a taped introduction that is sincere and mature. he doesn't really add anything. Dee is such a professional and so informative i would enjoy more time on the subjects from her. Love Love this podcast. Wish it was longer! Very informative and good topics. Stick to the topics you are educated about... ...and not those topics you are uninformed about. Your podcast on orthorexia demonstrated your lack of knowledge when it comes to eating disorders - and Michael's insensitivity towards people who suffer from this mental illness was disturbing. (Though he did ""come around"" towards the end of the episode.) Dee's comments clearly showed her ignorance of the topic, and were more damaging than helpful. Stick to what you ""know"" and do NOT dabble in content where you are uninformed/uneducated/unaware.",45,10
[''],[0], ,0,1
[''],[0], ,0,1
"['New toy? 10 episodes', 'ClayRat subscribe to Dirt_ebike for the latest in Emtb, and E dirt bikes. stay tuned for the latest news, reviews, and interviews. follow us @dirt_ebike on instagram', 'Learned many new things! ']","[5, 5, 5]","New toy? 10 episodes ClayRat subscribe to Dirt_ebike for the latest in Emtb, and E dirt bikes. stay tuned for the latest news, reviews, and interviews. follow us @dirt_ebike on instagram Learned many new things! ",15,3
[''],[0], ,0,1
"['Excellent Podcast! 45 episodes', 'Binge-worthy Because sanitized, conventional, perfectionist approaches to exercise are boring, unrealistic and unhealthy.\nDirty Strength™ Radio is about being balanced, functional and fit in the modern world. We talk about everything from food to farming, gut and pelvic health to the can-do attitude we need to stronger and more powerful than ever!\n\nYour host, Sarah Smith has a Masters in Soil Science, is a Russian Kettlebell Certified Instructor, Pelvic and Gut Health Educator and Postnatal Fitness Specialist helping women with real full and busy lives understand what it means to be REALLY strong, both inside and out!', 'Informative and entertaining ']","[5, 5, 5]","Excellent Podcast! 45 episodes Binge-worthy Because sanitized, conventional, perfectionist approaches to exercise are boring, unrealistic and unhealthy.
Dirty Strength™ Radio is about being balanced, functional and fit in the modern world. We talk about everything from food to farming, gut and pelvic health to the can-do attitude we need to stronger and more powerful than ever!

Your host, Sarah Smith has a Masters in Soil Science, is a Russian Kettlebell Certified Instructor, Pelvic and Gut Health Educator and Postnatal Fitness Specialist helping women with real full and busy lives understand what it means to be REALLY strong, both inside and out! Informative and entertaining ",15,3
"['Yes! So excited for this to take flight 💖 keep it up!!!', 'Love it! Can’t wait to hear more! Lifting is is for everybody, and for every BODY! ❤️❤️❤️ Y’all rock!']","[5, 5]","Yes! So excited for this to take flight 💖 keep it up!!! Love it! Can’t wait to hear more! Lifting is is for everybody, and for every BODY! ❤️❤️❤️ Y’all rock!",10,2
['Informative and interesting 54 episodes'],[5],Informative and interesting 54 episodes,5,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
"['Excellent! 38 episodes', 'Awesome find! The Do Hard Things lifestyle has helped hundreds and soon to be thousands of people to gain control of their health and reach their goals! DHT is a community to help you do the hard things daily that will help you become everything you were meant to be!', 'First time marathon runner ']","[5, 5, 5]",Excellent! 38 episodes Awesome find! The Do Hard Things lifestyle has helped hundreds and soon to be thousands of people to gain control of their health and reach their goals! DHT is a community to help you do the hard things daily that will help you become everything you were meant to be! First time marathon runner ,15,3
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
"['The truth is nice As I get older, I like not having too find loopholes or tricks. Just do the work reminds me to focus on crushing.', 'GREAT, BITE-SIZED PODCAST!! I have listened to a couple episodes tonight, and I’m really enjoying them! The tone is firm, authoritative and direct- no fluff (which I appreciate very much). I’ve subscribed and will be tuning in often!', 'Excellent Self Development Podcast! #1: Sweat #2: 90% natural diet. I loved hearing your to the point tactics for a balanced life. Keep on keeping on!', 'Real Talk I love the real talk! The examples he provides about waisting time is brutally honest. This was a reality check for me. Very inspiring!', '12/10 So motivational & has an amazing way with words. Really brings things into perspective, cuts straight to the point, and brings understanding to the reasons behind the struggles that people face on a daily basis. 12/10 recommend.']","[5, 5, 5, 5, 5]","The truth is nice As I get older, I like not having too find loopholes or tricks. Just do the work reminds me to focus on crushing. GREAT, BITE-SIZED PODCAST!! I have listened to a couple episodes tonight, and I’m really enjoying them! The tone is firm, authoritative and direct- no fluff (which I appreciate very much). I’ve subscribed and will be tuning in often! Excellent Self Development Podcast! #1: Sweat #2: 90% natural diet. I loved hearing your to the point tactics for a balanced life. Keep on keeping on! Real Talk I love the real talk! The examples he provides about waisting time is brutally honest. This was a reality check for me. Very inspiring! 12/10 So motivational & has an amazing way with words. Really brings things into perspective, cuts straight to the point, and brings understanding to the reasons behind the struggles that people face on a daily basis. 12/10 recommend.",25,5
"['Great Podcast! 136 episodes', ""Best maybe podcast I’ve found yet. On the Downtime Podcast, we speak to athletes, trainers, mechanics, brands and many others, to take us behind the scenes of the world of downhill and enduro mountain biking, inspire you and give you some hints and tips to help you improve your own MTB riding. Give it a listen and we're confident you'll find something to help you go faster and have more fun on your mountain bike! Don't forget to subscribe, give us a review, and follow us on Instagram, Facebook or Twitter to keep up to date with new episodes."", 'Makes my commute an opportunity instead of a drag ']","[5, 5, 5]","Great Podcast! 136 episodes Best maybe podcast I’ve found yet. On the Downtime Podcast, we speak to athletes, trainers, mechanics, brands and many others, to take us behind the scenes of the world of downhill and enduro mountain biking, inspire you and give you some hints and tips to help you improve your own MTB riding. Give it a listen and we're confident you'll find something to help you go faster and have more fun on your mountain bike! Don't forget to subscribe, give us a review, and follow us on Instagram, Facebook or Twitter to keep up to date with new episodes. Makes my commute an opportunity instead of a drag ",15,3
[''],[0], ,0,1
"['Great show! 41 episodes', 'Powerful information in bite-size! Dr. Karen Wolfe is an Australian physician with a mission. She is the leading voice to discern how to use the massive amounts information in the field of nutrition, mind/body medicine and functional medicine. Dr Karen will offer you strategies and plans to take your health to the next level. With scientifically sound principles, she will offer tips, motivation and inspiration to support your total health and wellness.Learn more about her work at http://drkarenwolfe.org/', 'Awesome show ']","[5, 5, 5]","Great show! 41 episodes Powerful information in bite-size! Dr. Karen Wolfe is an Australian physician with a mission. She is the leading voice to discern how to use the massive amounts information in the field of nutrition, mind/body medicine and functional medicine. Dr Karen will offer you strategies and plans to take your health to the next level. With scientifically sound principles, she will offer tips, motivation and inspiration to support your total health and wellness.Learn more about her work at http://drkarenwolfe.org/ Awesome show ",15,3
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
['Great Insight on the Industry! 6 episodes'],[5],Great Insight on the Industry! 6 episodes,5,1
[''],[0], ,0,1
"['A new perspective! 4 episodes', 'Fun Conversation Host Seamus Keating explores how to improve as a coach through various interviews with community members in the CrossFit and Functional Fitness space.', 'The dopest ']","[5, 5, 5]",A new perspective! 4 episodes Fun Conversation Host Seamus Keating explores how to improve as a coach through various interviews with community members in the CrossFit and Functional Fitness space. The dopest ,15,3
[''],[0], ,0,1
"['5 Stars 13 episodes', 'Awesome Podcast! Learning martial arts can be one of the most rewarding experiences of your life. Listening to the Drunken Fist podcast is the second most rewarding. Twice a month, join co-hosts David Bordeaux and Justin Plavic, as they have a drink and candidly explore a wide variety of martial arts topics with entertaining heresy. Drunken Fist is a martial arts podcast that gives you the chance to pour yourself a drink and hang with two martial arts instructors as they share their knowledge and personal experiences. If you prefer your martial arts podcasts with a side of humor and a splash of alcohol, Drunken Fist this is the podcast for you!', 'Drinking and martial arts ']","[5, 4, 5]","5 Stars 13 episodes Awesome Podcast! Learning martial arts can be one of the most rewarding experiences of your life. Listening to the Drunken Fist podcast is the second most rewarding. Twice a month, join co-hosts David Bordeaux and Justin Plavic, as they have a drink and candidly explore a wide variety of martial arts topics with entertaining heresy. Drunken Fist is a martial arts podcast that gives you the chance to pour yourself a drink and hang with two martial arts instructors as they share their knowledge and personal experiences. If you prefer your martial arts podcasts with a side of humor and a splash of alcohol, Drunken Fist this is the podcast for you! Drinking and martial arts ",14,3
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
['Let guest do more of the talking 44 episodes'],[4],Let guest do more of the talking 44 episodes,4,1
['Consistency 5 episodes'],[4],Consistency 5 episodes,4,1
"['Justin is a gem! 7 episodes', 'Excited to hear more! The Eat Train Recover podcasts covers all things fitness, nutrition and wellness. The podcast is hosted by Fitness expert Justin Jefferson and he is joined by guest experts from fields of fitness, nutrition, medicine, physical therapy, mental health and more.', 'Very motivating!! ']","[5, 5, 5]","Justin is a gem! 7 episodes Excited to hear more! The Eat Train Recover podcasts covers all things fitness, nutrition and wellness. The podcast is hosted by Fitness expert Justin Jefferson and he is joined by guest experts from fields of fitness, nutrition, medicine, physical therapy, mental health and more. Very motivating!! ",15,3
[''],[0], ,0,1
['Vielen Dank! Super Podkast 129 episodes'],[5],Vielen Dank! Super Podkast 129 episodes,5,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
['Great information 12 episodes'],[5],Great information 12 episodes,5,1
[''],[0], ,0,1
[''],[0], ,0,1
[''],[0], ,0,1
"['Awesome content 7 episodes', '10/10 Elite Physique University is a podcast that brings together all the facets of elite physique enhancement. Hosted by diet coaches and entrepreneurs John Gorman and Jason Theobald it pulls the curtain back on the truth about what it takes to build an amazing physique. They cover topics not just for natural bodybuilders and physique enthusiasts, but also cover the topics from a perspective that enhanced individuals can garner new knowledge as well. Until now, no one has put out a podcast from both sides of the coin at such a high level. Prepare to learn beyond the basics and take your knowledge to a whole new level with Elite Physique University.', 'Great information ']","[5, 5, 5]","Awesome content 7 episodes 10/10 Elite Physique University is a podcast that brings together all the facets of elite physique enhancement. Hosted by diet coaches and entrepreneurs John Gorman and Jason Theobald it pulls the curtain back on the truth about what it takes to build an amazing physique. They cover topics not just for natural bodybuilders and physique enthusiasts, but also cover the topics from a perspective that enhanced individuals can garner new knowledge as well. Until now, no one has put out a podcast from both sides of the coin at such a high level. Prepare to learn beyond the basics and take your knowledge to a whole new level with Elite Physique University. Great information ",15,3
